,time,station_id,AtmosphericPressure,WindDirection,WindSpeed,Gust,WaveHeight,WavePeriod,MeanWaveDirection,Hmax,SeaTemperature
382923,2011-04-07 18:00:00,Belmullet-AMETS,1030.313,255.0,17.304,25.957,3.984,9.375,291.0,5.313,9.727
382934,2011-04-07 19:00:00,Belmullet-AMETS,1030.605,270.0,14.118,21.859,4.063,9.727,297.0,6.563,9.639
382940,2011-04-07 20:00:00,Belmullet-AMETS,1030.703,277.0,15.938,25.047,3.906,9.492,291.0,6.094,9.521
382941,2011-04-07 21:00:00,Belmullet-AMETS,1030.898,264.0,15.484,26.413,3.984,9.492,297.0,5.156,9.521
382950,2011-04-07 22:00:00,Belmullet-AMETS,1030.898,251.0,12.752,22.313,3.594,8.672,298.0,5.156,9.492
382958,2011-04-07 23:00:00,Belmullet-AMETS,1030.996,237.0,7.286,13.661,4.141,9.375,302.0,6.25,9.521
382964,2011-04-08 00:00:00,Belmullet-AMETS,1030.996,241.0,9.563,16.85,4.141,9.609,304.0,5.938,9.492
382968,2011-04-08 01:00:00,Belmullet-AMETS,1030.508,227.0,5.009,11.841,3.984,9.258,302.0,6.25,9.463
382976,2011-04-08 02:00:00,Belmullet-AMETS,1030.313,191.0,6.375,15.484,4.141,9.492,297.0,7.188,9.375
382980,2011-04-08 03:00:00,Belmullet-AMETS,1030.02,182.0,7.741,15.938,3.75,9.023,297.0,6.563,9.346
382987,2011-04-08 04:00:00,Belmullet-AMETS,1029.434,174.0,6.375,15.484,3.75,9.023,295.0,6.094,9.404
382990,2011-04-08 05:00:00,Belmullet-AMETS,1029.043,194.0,8.652,17.761,3.75,9.258,298.0,5.0,9.375
382996,2011-04-08 06:00:00,Belmullet-AMETS,1028.652,163.0,5.466,16.85,4.219,9.609,298.0,5.625,9.375
383001,2011-04-08 07:00:00,Belmullet-AMETS,1028.359,132.0,8.198,18.216,3.594,9.258,297.0,5.469,9.287
383008,2011-04-08 08:00:00,Belmullet-AMETS,1028.359,144.0,11.841,20.947,4.063,9.609,297.0,5.469,9.287
383014,2011-04-08 09:00:00,Belmullet-AMETS,1028.457,137.0,9.109,20.038,3.594,9.258,295.0,5.156,9.316
383020,2011-04-08 10:00:00,Belmullet-AMETS,1028.457,123.0,11.384,20.947,3.438,9.141,295.0,4.844,9.375
383026,2011-04-08 11:00:00,Belmullet-AMETS,1028.066,85.0,8.652,17.304,3.203,8.906,298.0,4.375,9.463
383032,2011-04-08 12:00:00,Belmullet-AMETS,1028.262,61.0,7.741,15.027,2.969,8.555,294.0,4.063,9.521
383038,2011-04-08 13:00:00,Belmullet-AMETS,1027.578,67.0,10.475,17.304,3.203,9.141,300.0,3.75,9.697
383047,2011-04-08 14:00:00,Belmullet-AMETS,1026.895,77.0,13.207,23.225,3.438,9.258,304.0,4.844,9.727
383054,2011-04-08 15:00:00,Belmullet-AMETS,1026.406,54.0,9.563,16.85,2.969,9.141,297.0,4.375,9.814
383135,2011-04-09 08:00:00,Belmullet-AMETS,1018.008,94.0,15.027,26.413,2.109,7.969,297.0,3.125,9.434
383145,2011-04-09 09:00:00,Belmullet-AMETS,1017.813,97.0,14.118,20.493,2.031,7.617,295.0,3.906,9.463
383150,2011-04-09 10:00:00,Belmullet-AMETS,1018.008,129.0,14.118,20.038,1.875,7.617,288.0,2.656,9.521
383153,2011-04-09 11:00:00,Belmullet-AMETS,1018.008,112.0,17.304,25.957,1.172,5.156,297.0,1.719,9.58
383159,2011-04-09 12:00:00,Belmullet-AMETS,1017.91,150.0,20.038,26.413,1.797,6.797,302.0,2.656,9.58
383165,2011-04-09 13:00:00,Belmullet-AMETS,1017.715,151.0,25.957,33.699,1.641,6.68,283.0,2.188,9.58
383175,2011-04-09 14:00:00,Belmullet-AMETS,1017.617,144.0,27.779,35.977,1.641,6.68,291.0,2.031,9.58
383177,2011-04-09 15:00:00,Belmullet-AMETS,1017.422,139.0,22.77,28.69,1.641,6.914,290.0,2.656,9.639
383187,2011-04-09 16:00:00,Belmullet-AMETS,1017.52,187.0,15.938,22.77,1.484,6.445,276.0,1.875,9.785
383193,2011-04-09 17:00:00,Belmullet-AMETS,1017.617,196.0,17.761,24.136,1.484,6.68,283.0,2.188,9.756
383199,2011-04-09 18:00:00,Belmullet-AMETS,1018.301,205.0,16.85,21.859,1.484,7.031,290.0,2.188,9.697
383204,2011-04-09 19:00:00,Belmullet-AMETS,1018.496,217.0,22.77,29.145,1.563,7.383,281.0,2.031,9.639
383211,2011-04-09 20:00:00,Belmullet-AMETS,1019.18,239.0,22.77,28.69,1.484,6.445,290.0,2.344,9.58
383216,2011-04-09 21:00:00,Belmullet-AMETS,1019.863,199.0,14.118,20.038,1.563,7.148,285.0,2.656,9.492
383223,2011-04-09 22:00:00,Belmullet-AMETS,1020.254,206.0,13.661,18.67,1.484,7.148,280.0,2.188,9.521
383229,2011-04-09 23:00:00,Belmullet-AMETS,1020.742,206.0,11.384,15.938,1.563,7.617,284.0,2.188,9.551
383235,2011-04-10 00:00:00,Belmullet-AMETS,1020.742,202.0,14.118,18.216,1.641,8.203,277.0,2.188,9.521
383237,2011-04-10 01:00:00,Belmullet-AMETS,1020.938,198.0,11.384,16.85,1.484,7.969,283.0,2.031,9.492
383247,2011-04-10 02:00:00,Belmullet-AMETS,1020.938,188.0,9.109,13.207,1.484,8.086,277.0,2.031,9.58
383249,2011-04-10 03:00:00,Belmullet-AMETS,1021.426,236.0,13.207,17.304,1.563,7.969,270.0,1.875,9.668
383259,2011-04-10 04:00:00,Belmullet-AMETS,1021.328,209.0,12.752,16.395,1.406,7.852,274.0,2.5,9.727
383265,2011-04-10 05:00:00,Belmullet-AMETS,1021.426,195.0,13.661,17.761,1.484,7.852,276.0,2.188,9.814
383267,2011-04-10 06:00:00,Belmullet-AMETS,1022.012,210.0,14.118,17.761,1.484,8.32,276.0,2.969,9.873
383277,2011-04-10 07:00:00,Belmullet-AMETS,1022.109,210.0,15.484,19.582,1.328,8.086,278.0,1.875,9.697
383283,2011-04-10 08:00:00,Belmullet-AMETS,1022.5,216.0,16.85,21.859,1.406,8.203,274.0,2.188,9.639
383289,2011-04-10 09:00:00,Belmullet-AMETS,1022.207,203.0,15.484,20.038,1.25,7.383,273.0,1.719,9.609
383295,2011-04-10 10:00:00,Belmullet-AMETS,1022.207,198.0,18.216,24.591,1.484,7.969,274.0,2.031,9.551
383301,2011-04-10 11:00:00,Belmullet-AMETS,1022.5,206.0,20.493,25.957,1.484,7.734,271.0,2.344,9.551
383307,2011-04-10 12:00:00,Belmullet-AMETS,1022.402,212.0,23.225,30.056,1.484,7.383,271.0,2.031,9.521
383313,2011-04-10 13:00:00,Belmullet-AMETS,1022.207,191.0,29.145,36.886,1.406,7.031,277.0,2.188,9.551
383319,2011-04-10 14:00:00,Belmullet-AMETS,1022.305,189.0,28.69,35.065,1.406,6.914,274.0,1.875,9.639
383325,2011-04-10 15:00:00,Belmullet-AMETS,1022.012,195.0,34.154,41.897,1.406,6.211,266.0,2.188,9.668
383331,2011-04-10 16:00:00,Belmullet-AMETS,1021.133,191.0,37.343,45.995,1.172,5.039,256.0,1.563,9.668
383337,2011-04-10 17:00:00,Belmullet-AMETS,1020.84,195.0,36.886,44.629,1.406,5.391,246.0,2.031,9.639
383343,2011-04-10 18:00:00,Belmullet-AMETS,1020.547,198.0,36.886,49.183,1.484,5.156,257.0,2.188,9.668
383349,2011-04-10 19:00:00,Belmullet-AMETS,1020.449,199.0,34.154,44.172,1.563,5.391,246.0,2.344,9.609
383355,2011-04-10 20:00:00,Belmullet-AMETS,1020.547,201.0,30.056,38.254,1.484,4.922,246.0,2.031,9.58
383361,2011-04-10 21:00:00,Belmullet-AMETS,1020.742,196.0,29.6,37.343,1.641,5.273,250.0,2.344,9.609
383367,2011-04-10 22:00:00,Belmullet-AMETS,1020.449,198.0,30.968,39.62,1.641,5.391,252.0,2.188,9.609
383373,2011-04-10 23:00:00,Belmullet-AMETS,1020.156,199.0,28.234,34.611,1.875,6.094,253.0,2.969,9.58
383379,2011-04-11 00:00:00,Belmullet-AMETS,1019.766,208.0,25.957,33.243,1.875,5.859,253.0,2.813,9.58
383385,2011-04-11 01:00:00,Belmullet-AMETS,1019.668,255.0,23.225,32.788,1.875,5.977,239.0,3.281,9.58
383391,2011-04-11 02:00:00,Belmullet-AMETS,1019.57,243.0,18.67,28.234,1.953,6.094,252.0,2.813,9.58
383397,2011-04-11 03:00:00,Belmullet-AMETS,1019.863,268.0,24.136,30.968,1.875,6.445,253.0,2.5,9.58
383403,2011-04-11 04:00:00,Belmullet-AMETS,1020.059,260.0,25.502,35.065,2.031,6.68,248.0,3.281,9.609
383409,2011-04-11 05:00:00,Belmullet-AMETS,1020.059,251.0,27.779,39.62,1.875,6.328,256.0,3.281,9.668
383415,2011-04-11 06:00:00,Belmullet-AMETS,1020.352,255.0,28.234,37.343,2.109,6.211,259.0,2.813,9.668
383421,2011-04-11 07:00:00,Belmullet-AMETS,1020.938,254.0,28.69,38.708,2.109,6.094,260.0,2.656,9.58
383427,2011-04-11 08:00:00,Belmullet-AMETS,1021.621,284.0,35.065,48.272,2.109,5.977,255.0,2.656,9.521
383433,2011-04-11 09:00:00,Belmullet-AMETS,1022.305,270.0,29.6,42.806,2.5,6.328,260.0,3.438,9.551
383439,2011-04-11 10:00:00,Belmullet-AMETS,1022.793,270.0,35.977,48.272,2.656,6.563,264.0,3.75,9.551
383445,2011-04-11 11:00:00,Belmullet-AMETS,1023.672,292.0,30.511,40.986,2.969,6.914,264.0,4.531,9.58
383451,2011-04-11 12:00:00,Belmullet-AMETS,1023.965,260.0,35.52,59.656,3.281,7.031,270.0,4.531,9.609
383457,2011-04-11 13:00:00,Belmullet-AMETS,1024.648,298.0,35.977,52.37,3.281,7.266,274.0,5.469,9.609
383463,2011-04-11 14:00:00,Belmullet-AMETS,1024.941,291.0,35.52,51.004,3.828,7.617,276.0,5.938,9.668
383469,2011-04-11 15:00:00,Belmullet-AMETS,1025.918,285.0,33.699,48.272,4.297,7.969,280.0,6.094,9.668
383475,2011-04-11 16:00:00,Belmullet-AMETS,1026.406,277.0,36.431,54.192,4.453,8.203,278.0,6.094,9.668
383481,2011-04-11 17:00:00,Belmullet-AMETS,1026.992,264.0,32.788,45.083,4.297,7.969,281.0,5.469,9.668
383487,2011-04-11 18:00:00,Belmullet-AMETS,1027.578,286.0,30.968,45.995,4.297,7.969,276.0,6.094,9.639
383493,2011-04-11 19:00:00,Belmullet-AMETS,1027.871,285.0,31.422,44.629,4.297,8.086,281.0,5.938,9.609
383499,2011-04-11 20:00:00,Belmullet-AMETS,1028.164,268.0,40.986,56.924,4.063,7.852,281.0,5.0,9.58
383505,2011-04-11 21:00:00,Belmullet-AMETS,1028.652,262.0,31.877,43.718,3.906,7.266,285.0,6.406,9.58
383511,2011-04-11 22:00:00,Belmullet-AMETS,1028.457,270.0,35.52,53.736,3.672,7.5,276.0,5.0,9.551
383517,2011-04-11 23:00:00,Belmullet-AMETS,1029.141,284.0,40.074,59.201,4.453,7.852,283.0,6.563,9.521
383523,2011-04-12 00:00:00,Belmullet-AMETS,1029.043,267.0,34.154,48.727,4.297,7.734,284.0,6.406,9.521
383529,2011-04-12 01:00:00,Belmullet-AMETS,1029.043,275.0,34.611,50.549,4.219,7.852,277.0,5.781,9.521
383535,2011-04-12 02:00:00,Belmullet-AMETS,1029.434,272.0,34.611,49.183,4.688,7.969,283.0,5.938,9.492
383541,2011-04-12 03:00:00,Belmullet-AMETS,1029.434,264.0,33.243,46.449,4.609,8.086,291.0,6.719,9.492
383547,2011-04-12 04:00:00,Belmullet-AMETS,1029.141,268.0,30.968,43.263,4.609,7.969,284.0,5.781,9.463
383553,2011-04-12 05:00:00,Belmullet-AMETS,1029.141,264.0,32.333,44.629,5.0,8.438,284.0,7.5,9.463
383559,2011-04-12 06:00:00,Belmullet-AMETS,1029.336,257.0,29.6,47.361,4.531,7.969,285.0,6.094,9.463
383562,2011-04-12 07:00:00,Belmullet-AMETS,1029.434,244.0,25.502,34.154,4.844,8.555,293.0,7.969,9.492
383567,2011-04-12 08:00:00,Belmullet-AMETS,1029.336,262.0,28.69,42.352,4.609,8.555,291.0,7.5,9.609
383572,2011-04-12 09:00:00,Belmullet-AMETS,1029.531,244.0,27.324,40.074,5.469,9.727,295.0,7.969,9.639
383583,2011-04-12 10:00:00,Belmullet-AMETS,1029.336,239.0,31.877,46.449,4.922,9.375,285.0,7.031,9.58
383589,2011-04-12 11:00:00,Belmullet-AMETS,1029.336,240.0,30.511,42.806,5.234,9.609,295.0,7.656,9.521
383595,2011-04-12 12:00:00,Belmullet-AMETS,1029.141,243.0,32.333,43.263,4.922,9.023,291.0,6.406,9.551
383601,2011-04-12 13:00:00,Belmullet-AMETS,1028.555,234.0,34.154,48.272,5.469,9.609,295.0,7.969,9.551
383607,2011-04-12 14:00:00,Belmullet-AMETS,1027.676,223.0,33.243,47.361,4.922,8.438,288.0,6.719,9.58
383613,2011-04-12 15:00:00,Belmullet-AMETS,1027.383,223.0,32.788,50.092,4.922,8.789,297.0,9.375,9.58
383619,2011-04-12 16:00:00,Belmullet-AMETS,1026.699,210.0,30.511,44.172,5.391,9.023,295.0,7.656,9.609
383625,2011-04-12 17:00:00,Belmullet-AMETS,1025.82,213.0,34.154,45.995,5.391,9.375,301.0,7.5,9.609
383631,2011-04-12 18:00:00,Belmullet-AMETS,1024.648,212.0,33.699,49.638,5.078,8.672,294.0,7.031,9.58
383633,2011-04-12 19:00:00,Belmullet-AMETS,1023.574,206.0,35.977,51.004,5.547,9.141,297.0,8.594,9.639
383638,2011-04-12 20:00:00,Belmullet-AMETS,1023.086,212.0,44.629,59.201,4.922,8.672,278.0,6.25,9.551
383649,2011-04-12 21:00:00,Belmullet-AMETS,1022.012,194.0,40.986,55.558,5.313,8.672,280.0,7.813,9.521
383655,2011-04-12 22:00:00,Belmullet-AMETS,1021.035,206.0,45.54,63.756,4.688,8.555,280.0,7.344,9.492
383661,2011-04-12 23:00:00,Belmullet-AMETS,1019.18,191.0,51.458,71.497,4.688,7.969,274.0,6.875,9.492
383664,2011-04-13 00:00:00,Belmullet-AMETS,1016.738,175.0,51.915,73.317,4.844,8.086,274.0,6.563,9.463
383669,2011-04-13 01:00:00,Belmullet-AMETS,1015.078,177.0,55.102,74.685,4.922,8.086,262.0,7.188,9.58
383679,2011-04-13 02:00:00,Belmullet-AMETS,1013.809,181.0,56.924,77.417,4.531,7.5,253.0,6.406,9.521
383685,2011-04-13 03:00:00,Belmullet-AMETS,1012.441,182.0,53.736,75.594,4.375,7.148,250.0,5.938,9.58
383691,2011-04-13 04:00:00,Belmullet-AMETS,1010.977,189.0,53.281,72.408,4.453,7.617,252.0,7.5,9.639
383692,2011-04-13 05:00:00,Belmullet-AMETS,1009.805,189.0,51.004,72.408,4.922,7.852,255.0,6.719,9.727
383703,2011-04-13 06:00:00,Belmullet-AMETS,1009.316,189.0,44.172,62.388,5.078,7.969,252.0,6.875,9.785
383704,2011-04-13 07:00:00,Belmullet-AMETS,1008.438,187.0,46.906,63.299,4.922,7.969,255.0,7.656,9.873
383715,2011-04-13 08:00:00,Belmullet-AMETS,1008.633,188.0,38.254,51.004,5.078,8.203,256.0,7.656,9.99
383721,2011-04-13 09:00:00,Belmullet-AMETS,1008.926,192.0,29.6,45.083,4.844,8.438,249.0,8.125,10.078
383767,2011-04-13 18:00:00,Belmullet-AMETS,1010.977,272.0,7.741,16.85,4.531,9.727,255.0,7.969,9.99
383773,2011-04-13 19:00:00,Belmullet-AMETS,1011.758,307.0,14.573,24.591,5.0,10.078,257.0,7.188,10.137
383778,2011-04-13 20:00:00,Belmullet-AMETS,1012.441,298.0,14.118,22.77,4.609,9.844,252.0,7.188,10.107
383781,2011-04-13 21:00:00,Belmullet-AMETS,1013.223,302.0,21.859,32.788,5.0,10.547,256.0,6.719,10.049
383787,2011-04-13 22:00:00,Belmullet-AMETS,1013.906,315.0,20.493,33.699,4.766,9.961,259.0,7.344,9.932
383797,2011-04-13 23:00:00,Belmullet-AMETS,1014.102,313.0,16.85,25.957,4.141,9.492,263.0,7.188,9.902
383799,2011-04-14 00:00:00,Belmullet-AMETS,1014.492,312.0,20.947,29.6,4.297,9.609,263.0,6.406,10.107
383805,2011-04-14 01:00:00,Belmullet-AMETS,1014.688,298.0,22.77,36.886,4.844,9.961,266.0,7.656,10.313
383811,2011-04-14 02:00:00,Belmullet-AMETS,1014.883,307.0,14.118,21.404,4.453,9.609,270.0,6.875,10.195
383821,2011-04-14 03:00:00,Belmullet-AMETS,1014.688,303.0,17.761,28.69,4.141,9.961,256.0,5.313,10.166
383823,2011-04-14 04:00:00,Belmullet-AMETS,1014.688,295.0,14.118,22.313,3.828,9.375,267.0,5.781,10.371
383829,2011-04-14 05:00:00,Belmullet-AMETS,1014.883,272.0,12.752,23.225,3.672,8.906,263.0,4.531,10.313
383835,2011-04-14 06:00:00,Belmullet-AMETS,1015.176,264.0,13.661,22.77,4.063,9.375,269.0,5.781,9.99
383843,2011-04-14 07:00:00,Belmullet-AMETS,1015.469,275.0,16.85,25.502,3.594,8.906,267.0,5.625,9.961
383848,2011-04-14 08:00:00,Belmullet-AMETS,1015.859,244.0,8.652,15.484,3.516,9.023,267.0,5.469,9.873
383857,2011-04-14 09:00:00,Belmullet-AMETS,1016.445,265.0,11.384,20.947,3.359,8.438,273.0,5.781,9.844
383863,2011-04-14 10:00:00,Belmullet-AMETS,1016.641,257.0,13.661,21.859,3.359,8.789,277.0,5.156,9.902
383864,2011-04-14 11:00:00,Belmullet-AMETS,1017.031,267.0,17.304,25.957,3.203,8.438,263.0,4.688,10.137
383870,2011-04-14 12:00:00,Belmullet-AMETS,1017.031,237.0,9.109,18.216,3.281,8.555,267.0,5.0,10.137
383878,2011-04-14 13:00:00,Belmullet-AMETS,1017.031,248.0,11.841,21.859,3.281,8.555,256.0,4.531,10.254
383887,2011-04-14 14:00:00,Belmullet-AMETS,1017.031,229.0,15.938,25.502,3.438,8.789,259.0,4.688,10.811
383889,2011-04-14 15:00:00,Belmullet-AMETS,1016.738,222.0,20.038,29.145,3.281,8.438,267.0,4.219,10.752
383909,2011-04-14 18:00:00,Belmullet-AMETS,1016.641,232.0,23.681,33.243,3.203,8.32,278.0,5.313,10.664
383911,2011-04-14 19:00:00,Belmullet-AMETS,1016.934,213.0,19.127,27.779,3.125,8.555,280.0,4.688,10.723
383917,2011-04-14 20:00:00,Belmullet-AMETS,1017.227,226.0,19.127,27.324,3.672,9.258,277.0,5.938,9.99
383923,2011-04-14 21:00:00,Belmullet-AMETS,1017.52,223.0,19.127,27.779,3.828,9.492,280.0,5.781,9.99
383930,2011-04-14 22:00:00,Belmullet-AMETS,1017.715,226.0,16.395,25.957,3.516,9.375,283.0,5.313,9.961
383939,2011-04-14 23:00:00,Belmullet-AMETS,1017.813,201.0,12.295,18.67,4.375,10.313,284.0,6.719,9.932
383944,2011-04-15 00:00:00,Belmullet-AMETS,1017.715,198.0,14.118,25.047,5.0,11.016,298.0,6.25,9.932
383951,2011-04-15 01:00:00,Belmullet-AMETS,1017.52,189.0,14.573,24.136,4.844,11.133,290.0,7.969,9.873
383957,2011-04-15 02:00:00,Belmullet-AMETS,1017.324,189.0,16.85,24.591,5.078,11.133,295.0,7.031,9.756
383963,2011-04-15 03:00:00,Belmullet-AMETS,1016.836,191.0,20.947,30.056,5.078,11.25,297.0,7.5,9.727
383964,2011-04-15 04:00:00,Belmullet-AMETS,1016.641,198.0,22.313,29.6,4.219,10.078,287.0,6.094,9.756
383970,2011-04-15 05:00:00,Belmullet-AMETS,1016.055,194.0,22.77,30.968,4.766,10.547,290.0,6.406,9.756
383978,2011-04-15 06:00:00,Belmullet-AMETS,1015.859,195.0,24.591,31.877,4.922,10.547,288.0,7.344,9.697
383983,2011-04-15 07:00:00,Belmullet-AMETS,1015.957,196.0,26.413,35.977,5.0,10.664,293.0,8.125,9.609
383989,2011-04-15 08:00:00,Belmullet-AMETS,1016.348,201.0,28.69,37.343,4.531,9.961,285.0,5.938,9.58
383996,2011-04-15 09:00:00,Belmullet-AMETS,1016.348,195.0,32.788,46.449,4.688,10.078,287.0,7.188,9.58
384005,2011-04-15 10:00:00,Belmullet-AMETS,1016.543,196.0,32.333,43.263,4.219,9.258,285.0,5.625,9.58
384011,2011-04-15 11:00:00,Belmullet-AMETS,1016.641,196.0,33.243,43.718,3.984,9.023,283.0,5.781,9.609
384012,2011-04-15 12:00:00,Belmullet-AMETS,1016.836,198.0,32.333,41.44,3.984,8.906,277.0,5.0,9.639
384023,2011-04-15 13:00:00,Belmullet-AMETS,1016.836,199.0,34.154,42.806,3.75,8.555,278.0,5.469,9.668
384029,2011-04-15 14:00:00,Belmullet-AMETS,1016.738,205.0,31.877,42.806,4.063,8.555,276.0,6.25,9.697
384030,2011-04-15 15:00:00,Belmullet-AMETS,1016.934,209.0,24.591,33.699,3.984,8.672,280.0,6.094,9.697
384036,2011-04-15 16:00:00,Belmullet-AMETS,1016.934,203.0,20.493,27.779,3.516,8.32,287.0,5.0,9.697
384045,2011-04-15 17:00:00,Belmullet-AMETS,1017.129,240.0,19.582,27.779,3.125,7.969,281.0,4.688,9.756
384049,2011-04-15 18:00:00,Belmullet-AMETS,1017.91,306.0,18.67,28.234,3.281,8.438,280.0,4.375,9.697
384059,2011-04-15 19:00:00,Belmullet-AMETS,1018.398,334.0,19.127,31.422,3.125,8.203,285.0,4.219,9.756
384061,2011-04-15 20:00:00,Belmullet-AMETS,1018.984,347.0,17.761,26.413,3.438,8.672,280.0,5.313,9.697
384067,2011-04-15 21:00:00,Belmullet-AMETS,1019.961,322.0,21.404,30.968,3.516,8.906,278.0,4.688,9.639
384077,2011-04-15 22:00:00,Belmullet-AMETS,1020.547,306.0,18.216,28.234,3.281,8.906,283.0,4.688,9.551
384081,2011-04-15 23:00:00,Belmullet-AMETS,1021.035,324.0,20.493,28.234,3.359,9.258,290.0,5.625,9.727
384089,2011-04-16 00:00:00,Belmullet-AMETS,1021.328,285.0,18.216,30.511,3.672,9.492,293.0,5.313,9.551
384090,2011-04-16 01:00:00,Belmullet-AMETS,1021.426,331.0,10.929,18.67,3.75,9.727,300.0,5.313,9.551
384101,2011-04-16 02:00:00,Belmullet-AMETS,1021.328,295.0,18.216,30.511,3.672,9.727,295.0,6.406,9.609
384102,2011-04-16 03:00:00,Belmullet-AMETS,1021.23,288.0,29.6,39.163,3.516,9.727,297.0,5.156,9.609
384111,2011-04-16 04:00:00,Belmullet-AMETS,1021.23,275.0,20.493,32.788,3.672,9.141,297.0,5.156,9.785
384114,2011-04-16 05:00:00,Belmullet-AMETS,1021.23,277.0,19.582,30.511,3.516,8.555,293.0,5.156,9.609
384120,2011-04-16 06:00:00,Belmullet-AMETS,1021.328,260.0,18.216,31.422,3.984,9.609,300.0,5.469,9.463
384131,2011-04-16 07:00:00,Belmullet-AMETS,1021.816,261.0,21.859,31.422,3.75,9.609,297.0,5.938,9.492
384137,2011-04-16 08:00:00,Belmullet-AMETS,1022.207,253.0,19.127,27.324,4.297,9.727,305.0,7.656,9.521
384142,2011-04-16 09:00:00,Belmullet-AMETS,1022.695,243.0,25.047,32.788,3.594,8.906,302.0,5.313,9.521
384146,2011-04-16 10:00:00,Belmullet-AMETS,1023.086,247.0,23.225,34.611,3.359,8.789,297.0,5.156,9.58
384155,2011-04-16 11:00:00,Belmullet-AMETS,1023.379,232.0,20.038,30.056,3.125,8.438,288.0,4.375,9.551
384157,2011-04-16 12:00:00,Belmullet-AMETS,1023.379,230.0,18.216,29.6,2.969,8.32,301.0,4.219,9.551
384163,2011-04-16 13:00:00,Belmullet-AMETS,1023.574,246.0,20.038,27.324,3.203,8.672,300.0,4.844,9.639
384169,2011-04-16 14:00:00,Belmullet-AMETS,1023.379,229.0,20.038,26.868,3.438,9.023,302.0,4.531,9.668
384175,2011-04-16 15:00:00,Belmullet-AMETS,1023.184,222.0,21.404,29.6,3.281,8.906,300.0,4.219,9.785
384180,2011-04-16 16:00:00,Belmullet-AMETS,1023.086,217.0,25.047,36.886,2.813,8.203,304.0,3.594,9.844
384191,2011-04-16 17:00:00,Belmullet-AMETS,1022.891,212.0,26.868,34.611,3.125,8.789,298.0,3.75,9.756
384197,2011-04-16 18:00:00,Belmullet-AMETS,1022.891,202.0,25.047,32.788,3.125,8.32,300.0,4.844,9.756
384201,2011-04-16 19:00:00,Belmullet-AMETS,1022.988,199.0,24.591,31.877,3.438,9.141,295.0,4.688,9.785
384208,2011-04-16 20:00:00,Belmullet-AMETS,1023.086,210.0,25.047,31.877,3.594,9.023,291.0,4.375,9.756
384210,2011-04-16 21:00:00,Belmullet-AMETS,1023.574,209.0,23.225,30.056,3.125,8.32,288.0,5.469,9.756
384221,2011-04-16 22:00:00,Belmullet-AMETS,1024.063,206.0,20.947,27.779,3.203,8.086,290.0,4.844,9.639
384227,2011-04-16 23:00:00,Belmullet-AMETS,1024.258,210.0,18.216,25.957,3.203,8.203,287.0,4.688,9.756
384230,2011-04-17 00:00:00,Belmullet-AMETS,1024.063,203.0,22.313,29.145,3.672,8.672,293.0,5.313,9.668
384239,2011-04-17 01:00:00,Belmullet-AMETS,1023.965,213.0,23.225,29.6,3.672,8.789,295.0,6.094,9.844
384245,2011-04-17 02:00:00,Belmullet-AMETS,1023.867,208.0,23.225,28.69,3.281,8.086,300.0,5.469,9.873
384247,2011-04-17 03:00:00,Belmullet-AMETS,1023.672,206.0,18.67,24.591,3.516,8.672,300.0,4.844,9.785
384253,2011-04-17 04:00:00,Belmullet-AMETS,1023.477,192.0,19.582,26.868,3.125,8.203,295.0,4.063,9.697
384259,2011-04-17 05:00:00,Belmullet-AMETS,1023.281,208.0,20.038,27.324,3.047,8.32,297.0,3.75,9.697
384268,2011-04-17 06:00:00,Belmullet-AMETS,1023.477,201.0,16.395,21.859,3.047,8.555,297.0,4.531,9.639
384275,2011-04-17 07:00:00,Belmullet-AMETS,1023.867,187.0,16.395,22.313,3.125,8.203,291.0,4.063,9.668
384279,2011-04-17 08:00:00,Belmullet-AMETS,1024.063,184.0,18.216,25.502,2.891,8.086,291.0,3.906,9.727
384287,2011-04-17 09:00:00,Belmullet-AMETS,1024.355,199.0,21.859,29.145,3.438,8.789,293.0,5.156,9.932
384293,2011-04-17 10:00:00,Belmullet-AMETS,1024.746,199.0,19.127,25.047,3.203,8.789,294.0,5.625,9.814
384299,2011-04-17 11:00:00,Belmullet-AMETS,1024.746,202.0,20.038,26.413,3.203,8.555,295.0,4.844,9.814
384300,2011-04-17 12:00:00,Belmullet-AMETS,1024.648,212.0,18.216,24.591,3.203,8.906,293.0,4.531,9.932
384307,2011-04-17 13:00:00,Belmullet-AMETS,1024.453,215.0,16.395,21.859,3.047,8.438,297.0,3.906,10.107
384317,2011-04-17 14:00:00,Belmullet-AMETS,1024.063,217.0,16.395,22.77,3.516,9.258,291.0,5.313,10.166
384323,2011-04-17 15:00:00,Belmullet-AMETS,1023.77,217.0,17.304,22.77,3.047,9.141,293.0,4.375,10.371
384329,2011-04-17 16:00:00,Belmullet-AMETS,1023.281,220.0,22.313,29.145,3.438,9.258,287.0,4.844,10.664
384334,2011-04-17 17:00:00,Belmullet-AMETS,1022.695,210.0,20.947,27.324,3.047,8.672,291.0,4.375,10.283
384335,2011-04-17 18:00:00,Belmullet-AMETS,1022.207,220.0,16.85,23.681,2.969,8.672,297.0,4.219,10.254
384340,2011-04-17 19:00:00,Belmullet-AMETS,1021.914,233.0,14.573,20.493,2.969,8.438,294.0,4.063,10.283
384347,2011-04-17 20:00:00,Belmullet-AMETS,1021.816,234.0,9.563,14.118,3.359,9.258,287.0,4.219,10.049
